IDpol,ClaimNb,Exposure,Area,VehPower,VehAge,DrivAge,BonusMalus,VehBrand,VehGas,Density,Region,ClaimAmount
1189378.0,1,0.49,D,5,5,29,64,B5,'Diesel',561,R82,1104.82
1189388.0,1,0.29,D,5,5,30,85,B3,'Diesel',1326,R93,1638.42
1189471.0,1,1.0,F,4,15,59,50,B14,'Regular',10156,R11,1202.41
1189485.0,1,1.0,E,4,4,59,50,B2,'Regular',3317,R93,974.42
1189500.0,1,0.49,C,12,0,37,63,B12,'Diesel',176,R91,1500.0
1189505.0,1,0.51,D,12,7,50,50,B3,'Regular',1468,R93,16451.223999999962
1189539.0,1,0.33,B,5,0,19,100,B1,'Regular',89,R82,10000.0
1189540.0,1,0.44,C,7,2,41,50,B3,'Diesel',214,R82,1215.17
1189553.0,1,0.21,D,7,7,37,64,B2,'Diesel',1871,R82,6693.26
1189555.0,1,0.69,C,5,5,40,50,B3,'Diesel',342,R93,457.48
1189586.0,1,1.0,F,4,8,53,85,B2,'Regular',27000,R11,2653.13
1189613.0,1,0.47,E,4,11,35,72,B3,'Diesel',3317,R93,316.22
1189757.0,1,0.08,C,7,6,36,57,B1,'Diesel',490,R52,1077.84
1189839.0,1,0.99,C,5,13,30,90,B1,'Diesel',483,R91,2233.67
1189841.0,1,0.5,D,7,5,43,50,B10,'Diesel',566,R93,2774.09
1189849.0,1,0.25,E,5,0,62,50,B1,'Regular',3430,R93,907.58
1189859.0,1,0.55,D,7,0,20,95,B2,'Regular',1629,R93,2806.79
1189882.0,1,0.93,E,4,6,25,76,B11,'Diesel',3744,R93,617.75
1189908.0,1,0.53,E,9,4,32,68,B3,'Regular',3317,R93,1517.46
1189915.0,1,0.5,E,5,8,52,54,B3,'Diesel',4059,R23,5082.38
1189982.0,1,0.98,E,9,9,35,50,B1,'Diesel',3744,R93,83.72
1189984.0,1,0.99,D,4,9,47,100,B6,'Regular',1131,R31,769.47
1190073.0,1,0.94,E,7,2,76,50,B12,'Regular',8549,R82,1915.02
1190098.0,1,0.31,C,5,11,26,100,B2,'Diesel',402,R93,1549.25
1190114.0,1,1.0,C,7,8,59,50,B11,'Diesel',269,R91,71.76
1190125.0,1,0.39,D,5,11,38,54,B2,'Diesel',1064,R24,415.16
1190133.0,1,0.5,D,5,4,52,58,B5,'Diesel',1395,R23,2096.75
1190140.0,1,0.32,E,8,5,45,68,B6,'Diesel',3317,R93,313.0
1190155.0,1,0.44,D,8,7,47,70,B10,'Diesel',1062,R83,498.97
1190157.0,1,0.83,D,7,4,48,50,B2,'Regular',1232,R93,4666.65
1190181.0,1,0.53,E,6,2,26,64,B2,'Diesel',3442,R31,824.21
1190198.0,1,0.49,E,14,6,34,80,B1,'Regular',3430,R93,1030.9
1190208.0,1,0.54,C,6,7,55,64,B2,'Diesel',184,R82,1900.26
1190233.0,3,0.99,E,11,7,42,50,B11,'Regular',2733,R93,16451.223999999962
1190233.0,3,0.99,E,11,7,42,50,B11,'Regular',2733,R93,7000.0
1190233.0,3,0.99,E,11,7,42,50,B11,'Regular',2733,R93,1650.0
1190234.0,1,1.0,D,6,12,57,80,B2,'Diesel',598,R93,1500.0
1190267.0,1,0.45,F,7,1,61,62,B2,'Regular',10156,R11,2449.27
1190271.0,1,0.95,D,7,9,40,50,B2,'Regular',1699,R91,73.66
1190273.0,1,0.49,D,11,2,47,50,B3,'Regular',626,R93,892.98
1190290.0,1,1.0,A,6,7,31,72,B1,'Diesel',36,R91,1038.53
1190323.0,1,0.49,D,5,12,47,50,B12,'Diesel',1381,R82,514.96
1190363.0,1,1.0,C,10,14,72,50,B2,'Regular',443,R73,902.23
1190373.0,1,0.49,D,6,2,66,76,B1,'Diesel',1753,R82,618.97
1190396.0,1,0.49,D,14,7,54,64,B3,'Regular',1468,R93,104.42
1190406.0,1,0.49,D,10,12,52,50,B12,'Diesel',709,R93,2199.39
1190499.0,1,0.49,C,6,4,35,51,B2,'Regular',376,R93,2200.0
1190504.0,1,0.49,D,5,2,52,50,B2,'Diesel',1753,R82,591.12
1190521.0,1,0.49,D,6,1,39,54,B2,'Diesel',886,R54,809.72
1190533.0,1,0.49,D,5,6,45,50,B4,'Regular',1326,R93,637.48
1190537.0,1,0.49,E,6,11,50,50,B1,'Regular',4762,R93,1297.4
1190549.0,1,0.49,C,11,2,38,50,B1,'Diesel',266,R82,778.5
1190579.0,1,1.0,E,4,16,39,58,B2,'Regular',3963,R91,679.69
1190640.0,1,0.49,E,6,5,30,57,B13,'Diesel',9307,R82,1442.41
1190692.0,2,1.0,E,4,2,33,57,B1,'Regular',3317,R93,2982.87
1190692.0,2,1.0,E,4,2,33,57,B1,'Regular',3317,R93,44.38
1190700.0,1,0.49,D,4,14,51,50,B1,'Regular',824,R91,1134.37
1190732.0,1,0.49,E,6,9,42,50,B2,'Diesel',3963,R91,750.78
1190737.0,1,0.49,B,7,5,49,59,B1,'Diesel',51,R23,4274.66
1190787.0,1,1.0,A,7,0,51,50,B1,'Diesel',46,R26,631.82
1190790.0,1,0.49,D,6,7,46,50,B1,'Diesel',1326,R93,1182.06
1190808.0,1,0.49,E,10,3,25,64,B12,'Diesel',2472,R82,261.88
1190812.0,1,0.49,C,6,7,41,56,B6,'Diesel',105,R91,1275.51
1190826.0,1,0.49,E,5,4,41,50,B2,'Regular',8455,R82,2508.24
1190855.0,1,0.49,A,4,12,35,50,B3,'Diesel',44,R82,548.52
1190871.0,1,0.49,E,10,10,32,64,B1,'Regular',3963,R91,12.02
1190874.0,1,0.49,D,9,17,44,57,B1,'Regular',1811,R73,716.71
1190907.0,1,1.0,C,7,8,55,50,B1,'Diesel',107,R93,1069.41
1190919.0,1,0.49,B,5,8,28,85,B6,'Diesel',50,R24,297.45
1190927.0,2,0.49,C,6,7,67,50,B2,'Diesel',359,R91,1128.0
1190927.0,2,0.49,C,6,7,67,50,B2,'Diesel',359,R91,815.42
1190948.0,1,0.49,E,7,3,64,60,B3,'Diesel',3963,R91,565.75
1190962.0,1,0.49,C,6,16,33,60,B4,'Regular',483,R91,737.35
1190978.0,1,0.49,B,5,3,34,50,B3,'Diesel',76,R91,559.17
1190984.0,1,0.49,D,7,3,40,90,B4,'Regular',1326,R93,692.71
1191037.0,2,0.49,B,5,10,37,60,B2,'Diesel',81,R73,827.82
1191037.0,2,0.49,B,5,10,37,60,B2,'Diesel',81,R73,1157.72
1191039.0,1,0.49,E,6,0,37,85,B12,'Regular',4059,R23,587.89
1191063.0,1,0.49,A,5,10,41,95,B5,'Regular',32,R72,1515.36
1191096.0,1,0.49,E,5,1,64,50,B6,'Regular',3317,R93,6000.0
1191103.0,1,0.49,F,7,0,54,50,B1,'Regular',12650,R11,3687.17
1191136.0,1,0.49,A,6,9,27,80,B1,'Diesel',16,R22,80.73
1191183.0,1,0.6,F,14,12,32,64,B6,'Regular',16284,R11,16451.223999999962
1191226.0,1,0.96,E,4,13,58,50,B1,'Diesel',4762,R93,450.66
1191310.0,1,0.96,B,5,16,42,50,B2,'Diesel',60,R31,438.24
1191329.0,1,0.41,C,10,4,47,50,B4,'Regular',177,R42,700.41
1191340.0,1,1.0,E,6,4,41,55,B12,'Diesel',3963,R91,716.88
1191401.0,1,1.0,E,10,13,38,50,B10,'Diesel',3317,R93,527.71
1191415.0,1,0.31,A,5,12,39,50,B2,'Diesel',16,R72,858.83
1191429.0,1,0.47,E,5,7,44,50,B1,'Regular',2446,R93,1774.05
1191443.0,1,0.44,E,4,15,28,85,B1,'Diesel',4059,R23,135.84
1191454.0,1,0.97,C,6,2,73,50,B2,'Diesel',194,R73,458.81
1191466.0,1,0.72,D,7,2,50,50,B1,'Diesel',1780,R31,2082.96
1191481.0,1,0.46,E,6,4,55,72,B12,'Regular',5449,R82,2788.16
1191486.0,1,0.93,D,6,13,29,57,B1,'Diesel',1468,R93,7000.0
1191519.0,1,0.81,A,8,5,31,90,B2,'Diesel',15,R24,4531.49
1191558.0,1,0.95,B,7,7,31,64,B4,'Diesel',51,R91,2974.13
1191675.0,1,0.08,D,6,13,23,118,B1,'Diesel',1326,R93,1404.26
1191714.0,1,0.08,E,4,18,29,76,B1,'Regular',2715,R93,290.81
1191984.0,1,0.48,F,4,15,71,50,B1,'Regular',27000,R11,518.73
1191990.0,1,1.0,E,10,12,43,72,B10,'Diesel',4762,R93,1194.92
1192041.0,1,0.97,E,11,17,34,60,B11,'Regular',3859,R82,293.56
1192240.0,1,0.93,C,9,10,31,60,B3,'Regular',432,R31,265.08
1192268.0,1,0.25,E,5,5,41,55,B13,'Diesel',3744,R93,1908.07
1192305.0,1,0.95,D,8,10,33,68,B2,'Regular',987,R93,745.52
1192325.0,1,0.35,C,7,6,50,50,B1,'Diesel',483,R91,810.7
1192335.0,1,0.98,E,6,0,26,72,B3,'Regular',8880,R11,272.84
1192349.0,1,0.47,E,10,1,38,60,B1,'Diesel',3317,R93,531.18
1192374.0,1,0.33,E,7,1,33,54,B6,'Diesel',3997,R11,50.12
1192393.0,1,0.49,E,9,11,40,85,B3,'Regular',3430,R93,2024.48
1192398.0,1,0.49,D,6,9,55,51,B3,'Diesel',674,R93,7000.0
1192430.0,1,0.49,E,9,1,50,55,B6,'Diesel',3274,R11,1557.39
1192445.0,1,0.49,C,7,23,72,54,B1,'Regular',170,R82,1754.42
1192483.0,1,0.49,E,5,1,50,50,B2,'Diesel',4762,R93,12000.0
1192485.0,1,0.49,E,6,7,39,80,B2,'Regular',4436,R25,1384.0
1192502.0,1,0.49,C,9,10,26,76,B2,'Regular',204,R82,298.52
1192556.0,1,1.0,D,7,7,51,50,B6,'Diesel',828,R93,381.9
1192566.0,1,0.25,D,6,15,38,50,B2,'Diesel',1445,R72,2122.95
1192648.0,1,0.49,E,8,0,29,60,B6,'Regular',3866,R24,850.65
1192659.0,1,0.49,E,7,8,38,50,B10,'Diesel',3708,R26,737.81
1192667.0,1,0.49,E,7,6,56,58,B1,'Diesel',6736,R11,16451.223999999962
1192677.0,1,0.49,E,8,0,55,60,B3,'Diesel',3301,R73,3000.0
1192678.0,1,1.0,D,6,4,40,50,B13,'Diesel',1635,R82,1184.05
1192698.0,1,0.49,C,8,9,40,60,B1,'Diesel',269,R91,1874.58
1192699.0,1,0.49,B,7,11,32,64,B2,'Diesel',76,R91,722.97
1192725.0,1,0.49,D,5,5,41,58,B6,'Diesel',1326,R93,1643.05
1192737.0,1,0.49,E,6,16,49,50,B10,'Diesel',2365,R31,1225.22
1192752.0,1,0.49,D,5,1,28,60,B4,'Diesel',600,R82,1067.33
1192786.0,1,1.0,B,6,7,36,60,B13,'Diesel',82,R91,4000.0
1192821.0,1,0.49,E,5,0,48,50,B1,'Diesel',4128,R52,287.48
1192823.0,1,1.0,C,5,1,57,50,B2,'Regular',310,R11,1759.59
1192841.0,1,1.0,E,8,3,54,50,B1,'Diesel',4348,R72,4987.99
1192866.0,1,1.0,A,5,10,53,50,B2,'Diesel',37,R82,3156.19
1192879.0,1,0.49,D,4,9,45,54,B2,'Regular',1326,R93,660.92
1192935.0,1,0.49,C,10,3,38,50,B3,'Diesel',398,R82,2003.38
1192936.0,1,0.49,E,11,7,36,88,B5,'Diesel',3317,R93,1614.74
1192956.0,1,1.0,E,4,4,37,58,B1,'Regular',9096,R11,2958.42
1192979.0,1,0.49,C,4,4,49,62,B3,'Regular',261,R72,1668.62
1193007.0,1,1.0,D,4,13,30,57,B5,'Diesel',586,R41,368.58
1193053.0,1,0.49,D,7,14,50,85,B11,'Diesel',1326,R93,1057.91
1193057.0,1,0.49,D,7,6,29,72,B2,'Diesel',614,R93,552.56
1193090.0,1,0.49,E,6,9,39,90,B1,'Diesel',4456,R72,1414.81
1193095.0,1,0.49,E,6,0,43,50,B1,'Diesel',2278,R91,10232.07
1193181.0,1,0.39,D,6,0,37,76,B3,'Diesel',1189,R72,735.36
1193182.0,1,0.67,D,7,4,53,50,B3,'Diesel',1045,R73,60.53
1193209.0,1,0.49,D,5,7,37,50,B1,'Regular',1005,R93,2410.96
1193238.0,1,0.46,C,8,0,37,50,B2,'Diesel',415,R91,2390.63
1193247.0,1,0.33,E,6,22,44,76,B3,'Diesel',3866,R24,1187.05
1193279.0,1,0.56,E,6,2,34,50,B3,'Diesel',3317,R93,869.92
1193287.0,1,0.45,A,7,12,25,68,B6,'Diesel',10,R93,2335.06
1193288.0,1,0.63,E,7,7,33,60,B10,'Diesel',4116,R24,76.53
1193289.0,1,1.0,D,5,14,57,77,B2,'Regular',738,R82,269.44
1193290.0,1,1.0,E,8,2,40,50,B11,'Diesel',2120,R73,5846.08
1193317.0,1,0.48,D,7,3,66,50,B3,'Regular',1326,R93,2648.3
1193321.0,1,0.98,C,5,9,30,59,B3,'Diesel',113,R83,522.34
1193328.0,1,0.26,B,5,9,28,85,B2,'Diesel',99,R11,871.21
1193372.0,1,1.0,E,6,11,19,100,B1,'Regular',3744,R93,3000.0
1193425.0,1,0.9,C,7,1,48,50,B1,'Regular',185,R73,386.16
1193437.0,1,0.48,C,5,1,33,50,B1,'Diesel',252,R24,125.07
1193460.0,1,0.94,D,9,9,49,50,B1,'Regular',1699,R91,78.34
1193471.0,1,0.94,D,6,4,42,50,B3,'Regular',658,R93,399.31
1193530.0,1,0.43,E,6,3,30,68,B12,'Regular',3317,R93,2603.1
1193538.0,1,0.5,E,7,8,59,57,B2,'Diesel',3317,R93,5918.88
1193561.0,1,0.4,F,9,0,56,50,B2,'Regular',23396,R11,218.79
1193581.0,1,0.99,A,7,19,53,69,B1,'Regular',32,R72,844.46
1193604.0,1,0.92,D,7,2,28,64,B1,'Regular',1062,R83,1367.51
1193649.0,1,0.98,C,5,7,35,80,B1,'Regular',146,R73,1054.88
1193709.0,1,0.5,E,7,9,41,50,B1,'Regular',3317,R93,1688.6
1193818.0,1,0.08,D,5,0,66,50,B2,'Diesel',1466,R31,273.51
1193836.0,1,0.08,C,5,0,61,50,B5,'Diesel',132,R93,71.64
1193875.0,1,0.08,D,5,5,50,64,B5,'Diesel',1326,R93,770.36
1194018.0,1,0.08,C,7,8,36,68,B1,'Regular',269,R91,2310.82
1194042.0,1,0.08,C,6,2,28,64,B2,'Diesel',280,R72,2476.8
1194154.0,1,0.99,D,6,5,70,52,B1,'Diesel',1045,R73,328.42
1194164.0,1,0.82,A,6,6,32,76,B2,'Diesel',47,R82,653.87
1194167.0,1,0.85,E,7,0,52,53,B5,'Regular',5433,R93,1105.37
1194184.0,1,0.47,D,5,12,20,100,B3,'Diesel',1326,R93,750.11
1194323.0,1,0.96,E,6,11,38,65,B1,'Diesel',3317,R93,5000.0
1194359.0,1,0.2,E,6,10,19,100,B1,'Diesel',3317,R93,2693.59
1194370.0,1,0.95,A,10,12,32,50,B2,'Regular',26,R82,3048.98
1194371.0,1,0.59,D,6,10,47,50,B2,'Diesel',1403,R93,298.25
1194415.0,1,1.0,A,6,0,68,50,B1,'Regular',46,R82,3072.0
1194416.0,1,0.37,C,7,15,30,90,B1,'Regular',483,R91,400.0
1194465.0,1,0.45,B,4,13,49,50,B6,'Regular',96,R24,1032.63
1194474.0,1,0.48,E,6,11,40,64,B1,'Diesel',3301,R73,1000.0
1194500.0,1,0.96,C,6,0,61,82,B2,'Diesel',185,R54,550.0
1194587.0,1,0.38,E,6,12,39,50,B2,'Regular',3317,R93,8000.0
1194616.0,1,0.5,E,7,5,56,68,B1,'Regular',5460,R11,492.82
1194626.0,1,0.96,B,7,6,39,50,B1,'Regular',84,R73,373.23
1194627.0,1,1.0,C,11,11,43,50,B10,'Regular',115,R91,3715.61
1194667.0,1,0.44,D,14,8,27,68,B3,'Regular',528,R93,2720.03
1194722.0,1,0.49,D,7,7,56,50,B11,'Regular',682,R93,6860.21
1194758.0,1,0.49,D,11,2,36,50,B3,'Regular',540,R82,1674.87
1194766.0,1,1.0,D,6,3,37,50,B5,'Diesel',1045,R73,678.54
1194824.0,1,0.49,E,10,12,49,50,B2,'Diesel',4116,R24,483.05
1194971.0,1,0.49,A,7,3,31,68,B5,'Regular',10,R24,11006.02
1194986.0,1,0.49,C,7,13,38,58,B1,'Regular',495,R91,1270.64
1194991.0,1,0.49,E,6,1,34,50,B1,'Diesel',3317,R93,524.42
1195066.0,1,0.49,E,4,10,68,50,B2,'Regular',6736,R11,1844.82
1195072.0,1,0.49,F,4,0,66,50,B2,'Diesel',10156,R11,1025.55
1195095.0,1,0.49,D,7,3,72,50,B11,'Diesel',1101,R93,735.31
1195113.0,1,1.0,C,6,3,49,50,B1,'Diesel',170,R72,8254.63
1195171.0,1,1.0,A,6,5,34,68,B3,'Regular',24,R91,1055.51
1195182.0,1,1.0,D,6,7,65,50,B6,'Diesel',572,R31,1063.3
1195208.0,1,1.0,E,4,11,37,68,B1,'Regular',3317,R93,2100.0
1195211.0,1,1.0,E,5,3,60,50,B5,'Regular',3317,R93,1384.02
1195233.0,1,1.0,F,8,13,32,72,B1,'Diesel',10156,R11,1865.01
1195283.0,1,0.24,D,7,14,63,76,B2,'Regular',1326,R93,792.12
1195347.0,1,0.49,E,6,6,50,60,B2,'Diesel',3857,R72,839.2
1195351.0,1,0.49,D,5,6,37,76,B4,'Diesel',1055,R72,417.12
1195354.0,1,0.49,E,5,14,56,50,B3,'Diesel',5460,R11,612.0
1195373.0,1,0.49,E,5,9,52,50,B2,'Regular',3963,R91,929.98
1195376.0,1,0.49,E,4,10,47,65,B3,'Diesel',4059,R23,1352.6
1195380.0,2,0.49,E,7,9,32,57,B1,'Regular',2983,R31,11194.13
1195380.0,2,0.49,E,7,9,32,57,B1,'Regular',2983,R31,1500.0
1195392.0,1,0.49,D,4,9,23,112,B4,'Diesel',1326,R93,751.64
1195401.0,1,0.49,D,9,9,26,72,B2,'Regular',505,R25,3275.53
1195412.0,1,0.49,D,8,7,47,70,B10,'Diesel',1062,R83,571.38
1195472.0,1,0.23,D,5,0,32,76,B2,'Diesel',1229,R93,155.34
1195498.0,1,0.93,C,4,8,43,50,B4,'Regular',125,R91,1526.18
1195518.0,1,0.41,E,4,9,61,64,B4,'Diesel',3708,R26,2227.07
1195595.0,1,0.49,E,5,7,38,64,B1,'Regular',3317,R93,1085.06
1195607.0,1,0.34,E,5,1,20,95,B5,'Regular',2983,R31,1683.52
1195620.0,1,0.93,A,10,1,42,50,B12,'Diesel',44,R82,937.58
1195627.0,1,0.93,A,9,15,43,50,B12,'Diesel',44,R91,801.66
1195633.0,1,0.46,E,4,0,61,50,B12,'Regular',9307,R82,1608.22
1195660.0,1,0.36,E,7,11,45,66,B1,'Regular',3465,R11,259.16
1195691.0,1,1.0,C,6,11,28,54,B2,'Regular',269,R91,1434.55
1195722.0,2,1.0,E,4,10,50,50,B2,'Regular',5177,R11,2096.54
1195722.0,2,1.0,E,4,10,50,50,B2,'Regular',5177,R11,1529.38
1195724.0,1,0.97,C,9,13,37,80,B2,'Diesel',483,R91,1360.19
1195771.0,1,0.65,C,12,0,58,50,B10,'Diesel',286,R82,701.76
1195799.0,1,1.0,D,5,1,27,72,B3,'Diesel',902,R31,1500.0
1195800.0,1,0.37,E,7,8,42,50,B5,'Regular',8455,R82,2160.55
1195815.0,1,0.65,C,4,1,47,72,B12,'Regular',269,R91,235.2
1195816.0,1,0.21,E,11,9,56,50,B11,'Regular',5177,R11,61.16
1195824.0,1,1.0,E,4,3,61,50,B3,'Diesel',2733,R93,106.0
1195867.0,1,0.78,D,5,7,50,118,B5,'Diesel',1326,R93,865.59
1195911.0,1,0.08,C,7,0,51,50,B1,'Diesel',213,R91,793.89
1196029.0,1,0.08,E,5,3,58,72,B2,'Regular',3866,R24,1018.95
1196059.0,1,0.08,E,7,4,33,85,B1,'Regular',2498,R72,337.04
1196114.0,1,0.08,E,5,1,25,76,B10,'Diesel',3744,R93,4436.44
1196150.0,1,0.08,C,6,1,30,72,B6,'Diesel',322,R31,247.9
1196404.0,1,1.0,D,4,14,52,50,B1,'Regular',824,R91,280.49
1196428.0,1,0.55,C,7,0,63,50,B2,'Regular',216,R93,959.16
1196460.0,2,0.49,C,10,0,47,50,B5,'Regular',310,R93,16451.223999999962
1196460.0,2,0.49,C,10,0,47,50,B5,'Regular',310,R93,5742.99
1196466.0,1,0.52,E,6,6,25,85,B2,'Diesel',2983,R31,4849.93
1196471.0,1,0.2,C,5,1,36,57,B12,'Regular',269,R91,474.87
1196474.0,1,0.24,E,6,12,31,76,B1,'Diesel',7966,R31,809.72
1196477.0,2,0.47,E,4,3,45,57,B1,'Regular',2859,R11,1212.03
1196477.0,2,0.47,E,4,3,45,57,B1,'Regular',2859,R11,2295.53
1196480.0,1,0.26,E,6,10,41,64,B1,'Diesel',5460,R11,1761.3
1196484.0,1,0.3,B,7,0,28,80,B1,'Diesel',81,R31,4000.0
1196529.0,1,0.95,C,11,8,30,61,B12,'Regular',150,R82,2764.83
1196556.0,1,0.6,D,8,15,45,72,B11,'Regular',1287,R72,65.09
1196570.0,1,0.88,C,10,14,57,58,B4,'Regular',318,R93,1000.0
1196599.0,1,0.97,A,8,1,38,50,B2,'Diesel',3,R93,500.0
1196626.0,1,0.99,C,6,7,43,50,B2,'Diesel',269,R91,652.36
1196630.0,1,0.46,D,5,4,56,50,B5,'Diesel',1005,R93,794.63
1196656.0,1,0.46,D,7,19,39,76,B2,'Diesel',1152,R11,937.21
1196670.0,1,1.0,E,10,14,39,64,B2,'Diesel',3240,R11,1500.0
1196684.0,1,0.68,C,8,11,44,50,B12,'Regular',458,R93,1905.23
1196685.0,1,0.48,C,7,11,43,50,B1,'Regular',300,R91,875.74
1196727.0,1,0.47,E,5,13,56,50,B3,'Diesel',5460,R11,521.42
1196741.0,1,0.95,D,6,11,26,68,B6,'Regular',1622,R91,2500.0
1196753.0,3,0.47,E,5,0,26,90,B1,'Diesel',2044,R24,79.31
1196753.0,3,0.47,E,5,0,26,90,B1,'Diesel',2044,R24,136.02
1196753.0,3,0.47,E,5,0,26,90,B1,'Diesel',2044,R24,1053.94
1196769.0,1,0.99,E,7,7,40,50,B2,'Diesel',3866,R24,76.25
1196770.0,1,0.98,D,6,12,41,76,B3,'Diesel',1871,R82,71.7
1196779.0,1,0.29,E,5,11,43,50,B2,'Diesel',3488,R23,1896.47
1196823.0,1,0.32,E,11,12,32,80,B11,'Regular',6617,R11,9000.0
1196873.0,1,0.58,E,6,11,37,76,B1,'Diesel',5053,R11,2418.73
1196926.0,2,0.95,E,5,6,36,51,B3,'Diesel',4253,R72,4000.0
1196926.0,2,0.95,E,5,6,36,51,B3,'Diesel',4253,R72,1395.22
1196945.0,1,0.36,C,5,2,36,50,B3,'Diesel',224,R91,1172.06
1196985.0,2,0.49,E,6,13,55,50,B1,'Regular',3317,R93,3000.0
1196985.0,2,0.49,E,6,13,55,50,B1,'Regular',3317,R93,69.51
1196989.0,1,0.38,E,9,0,55,50,B6,'Diesel',2369,R11,981.85
1197007.0,1,0.98,D,6,9,55,50,B2,'Diesel',987,R93,3292.92
1197011.0,1,0.89,E,10,11,31,90,B5,'Regular',3317,R93,30.44
1197022.0,1,0.49,D,6,3,62,50,B2,'Diesel',813,R72,565.55
1197063.0,2,0.61,D,7,0,52,50,B2,'Diesel',1006,R93,507.59
1197063.0,2,0.61,D,7,0,52,50,B2,'Diesel',1006,R93,1172.0
1197073.0,1,0.92,D,7,15,55,50,B2,'Diesel',539,R73,1904.0
1197080.0,1,0.58,C,7,13,52,61,B1,'Regular',118,R24,5597.14
1197154.0,1,1.0,E,7,16,34,56,B2,'Diesel',9850,R11,1109.07
1197169.0,1,1.0,C,7,1,54,60,B1,'Regular',454,R11,300.1
1197195.0,1,0.36,C,5,6,29,85,B3,'Diesel',105,R82,970.75
1197211.0,1,0.5,E,5,1,51,50,B2,'Regular',3866,R24,82.46
1197222.0,2,0.45,C,5,9,35,76,B2,'Diesel',122,R91,2933.78
1197222.0,2,0.45,C,5,9,35,76,B2,'Diesel',122,R91,2000.0
1197236.0,1,0.27,D,4,12,34,80,B3,'Regular',1326,R93,173.52
1197306.0,1,1.0,E,7,8,21,90,B2,'Regular',3744,R93,1263.5
1197320.0,1,0.27,C,5,6,43,58,B1,'Regular',116,R91,659.98
1197336.0,1,0.7,C,8,18,47,50,B10,'Diesel',498,R31,2040.9
1197381.0,1,1.0,C,4,11,48,50,B2,'Regular',269,R91,80.05
1197405.0,1,0.38,B,7,0,29,68,B2,'Regular',61,R24,188.27
1197414.0,1,0.98,C,7,12,67,56,B1,'Diesel',483,R91,78.34
1197432.0,1,0.4,E,9,3,40,90,B1,'Regular',4059,R23,2794.92
1197449.0,2,0.92,D,6,0,61,50,B3,'Diesel',902,R31,5330.44
1197449.0,2,0.92,D,6,0,61,50,B3,'Diesel',902,R31,2285.16
1197490.0,2,0.49,E,7,9,44,50,B2,'Diesel',8023,R11,2905.32
1197490.0,2,0.49,E,7,9,44,50,B2,'Diesel',8023,R11,196.99
1197524.0,1,0.48,C,8,0,37,56,B2,'Diesel',359,R93,4447.19
1197531.0,2,1.0,E,6,7,72,50,B3,'Diesel',2715,R93,2092.77
1197531.0,2,1.0,E,6,7,72,50,B3,'Diesel',2715,R93,1819.79
1197539.0,1,1.0,C,6,7,30,64,B5,'Diesel',109,R91,6485.38
1197625.0,1,0.56,E,6,7,36,59,B2,'Diesel',3317,R93,71.64
1197658.0,1,0.4,E,10,8,27,95,B11,'Regular',4116,R24,2726.83
1197661.0,1,1.0,E,11,14,38,57,B3,'Regular',9817,R11,107.69
1197689.0,1,0.96,F,9,0,39,50,B2,'Regular',12374,R11,2784.69
1197691.0,1,0.96,C,4,6,48,100,B2,'Regular',388,R93,971.99
1197722.0,1,1.0,D,7,11,49,50,B6,'Diesel',789,R73,1127.64
1197739.0,1,0.98,B,4,8,53,50,B4,'Diesel',66,R93,319.08
1197749.0,1,0.35,D,6,0,47,50,B1,'Diesel',645,R91,1833.09
1197759.0,1,0.45,F,7,7,38,72,B1,'Regular',10156,R11,3499.83
1197793.0,1,0.61,B,7,4,48,50,B2,'Regular',84,R53,2502.02
1197818.0,1,0.41,C,5,5,51,50,B1,'Regular',267,R91,2702.33
1197833.0,2,0.81,E,14,6,56,50,B4,'Regular',9307,R82,1809.67
1197833.0,2,0.81,E,14,6,56,50,B4,'Regular',9307,R82,727.85
1197859.0,1,0.19,E,5,14,56,90,B1,'Regular',3317,R93,6000.0
1197871.0,1,0.34,E,6,5,19,90,B3,'Diesel',3657,R82,1095.6
1197916.0,1,0.95,D,7,6,25,72,B2,'Diesel',1541,R91,4500.0
1197924.0,1,1.0,D,8,11,31,72,B14,'Diesel',549,R82,385.0
1197979.0,1,0.96,D,13,8,26,72,B11,'Regular',824,R91,530.39
1198055.0,1,0.41,E,7,0,53,50,B2,'Regular',3628,R82,588.48
1198099.0,1,1.0,A,10,11,24,80,B2,'Regular',42,R91,1171.83
1198112.0,2,0.44,E,7,0,32,68,B3,'Diesel',3317,R93,3472.76
1198112.0,2,0.44,E,7,0,32,68,B3,'Diesel',3317,R93,1784.52
1198123.0,1,0.46,D,11,9,50,69,B1,'Diesel',566,R93,3530.7
1198137.0,1,1.0,E,6,10,72,50,B1,'Diesel',3859,R82,1241.95
1198154.0,1,0.92,E,8,16,31,56,B2,'Regular',3317,R93,850.23
1198162.0,1,0.98,A,8,5,45,85,B13,'Diesel',39,R93,4042.79
1198171.0,1,0.96,B,5,11,62,50,B3,'Regular',72,R73,10000.0
1198178.0,1,0.49,E,4,4,42,50,B2,'Regular',4348,R72,1925.26
1198266.0,1,0.81,E,12,11,37,60,B10,'Regular',3317,R93,955.31
1198289.0,1,1.0,C,6,3,56,50,B2,'Regular',251,R93,1771.45
1198293.0,1,0.56,E,7,1,50,50,B2,'Diesel',3317,R93,239.3
1198295.0,1,0.5,B,11,16,34,68,B11,'Regular',57,R24,521.81
